a_id,a_name,b_id,b_name,score,reasons,a_date,b_date,a_coords,b_coords,a_map,b_map
BDS-MASTER-0015,đấu giá 102ha,BDS-MASTER-0102,728 Cách Mạng Tháng 8 Tổng mức đầu tư (Chưa VAT),140,same_map_link; same_coord_0m,,,"10.686804, 106.936193","10.686804, 106.936193",https://maps.app.goo.gl/QVMCmJp83pMBNKrL8,https://maps.app.goo.gl/QVMCmJp83pMBNKrL8
BDS-MASTER-0015,đấu giá 102ha,BDS-MASTER-0403,đang ở giai đoạn đ,140,same_map_link; same_coord_0m,,2024-07-24,"10.686804, 106.936193","10.686804, 106.936193",https://maps.app.goo.gl/QVMCmJp83pMBNKrL8,https://maps.app.goo.gl/QVMCmJp83pMBNKrL8
BDS-MASTER-0015,đấu giá 102ha,BDS-MASTER-0442,của Nova đang khởi công t,140,same_map_link; same_coord_0m,,2023-06-06,"10.686804, 106.936193","10.686804, 106.936193",https://maps.app.goo.gl/QVMCmJp83pMBNKrL8,https://maps.app.goo.gl/QVMCmJp83pMBNKrL8
BDS-MASTER-0016,Chung cư Võ Thị Sáu,BDS-MASTER-0199,nhà ở xã hội UBND Đồng Nai mời quan tâm đấu thầu,140,same_map_link; same_coord_0m,2025-07-07,2025-03-25,"10.954820, 106.843332","10.954820, 106.843332",https://maps.app.goo.gl/7yPFeG3okyKbrLCM9,https://maps.app.goo.gl/7yPFeG3okyKbrLCM9
BDS-MASTER-0016,Chung cư Võ Thị Sáu,BDS-MASTER-0207,đạt hiệu quả LNTT/TMĐT ~ >=20% ở khung từ giá bán bình quân chưa VAT đạt từ 75 triệu/m2 trở lên chi phí đầu tư,140,same_map_link; same_coord_0m,2025-07-07,,"10.954820, 106.843332","10.954820, 106.843332",https://maps.app.goo.gl/7yPFeG3okyKbrLCM9,https://maps.app.goo.gl/7yPFeG3okyKbrLCM9
BDS-MASTER-0016,Chung cư Võ Thị Sáu,BDS-MASTER-0326,triển khai chi tiết,140,same_map_link; same_coord_0m,2025-07-07,,"10.954820, 106.843332","10.954820, 106.843332",https://maps.app.goo.gl/7yPFeG3okyKbrLCM9,https://maps.app.goo.gl/7yPFeG3okyKbrLCM9
BDS-MASTER-0017,KĐT Trấn Biên (thuộc KCN Biên Hòa 1) đang tổ chức đấu giá tại Đồng Nai,BDS-MASTER-0364,của Nova đang khởi công trở lại nhưng vẫn chưa bán hàng ah,140,same_map_link; same_coord_0m,,2023-06-06,"10.907246, 106.8478032","10.907246, 106.8478032",https://maps.app.goo.gl/Mww4k2RWctPHssMQA,https://maps.app.goo.gl/Mww4k2RWctPHssMQA
BDS-MASTER-0018,Thủ Đức Living,BDS-MASTER-0211,High và West của LDG (nguồn từ anh Dũng),140,same_map_link; same_coord_0m,,,"10.8679394, 106.763008","10.8679394, 106.763008",https://maps.app.goo.gl/D8GuCY5LefTH8JVq9,https://maps.app.goo.gl/D8GuCY5LefTH8JVq9
BDS-MASTER-0018,Thủ Đức Living,BDS-MASTER-0241,Bà Kèo theo Quy hoạch 1/500 cũ (100% thấp tầng),140,same_map_link; same_coord_0m,,2026-06-25,"10.8679394, 106.763008","10.8679394, 106.763008",https://maps.app.goo.gl/D8GuCY5LefTH8JVq9,https://maps.app.goo.gl/D8GuCY5LefTH8JVq9
BDS-MASTER-0020,khách sạn Felicia Đà Nẵng,BDS-MASTER-0270,tuy đạt hiệu quả đầu tư về mặt tính toán nhưng sẽ bị vướng mắc về Pháp lý đất (đất SKC bị hết hạn,140,same_map_link; same_coord_0m,2024-10-15,2024-12-06,"16.053387, 108.247727","16.053387, 108.247727",https://maps.app.goo.gl/xQZeRwkJHuyDhx496,https://maps.app.goo.gl/xQZeRwkJHuyDhx496
BDS-MASTER-0020,khách sạn Felicia Đà Nẵng,BDS-MASTER-0286,Hoà Xuân 15h by Unknown User,140,same_map_link; same_coord_0m,2024-10-15,2025-08-04,"16.053387, 108.247727","16.053387, 108.247727",https://maps.app.goo.gl/xQZeRwkJHuyDhx496,https://maps.app.goo.gl/xQZeRwkJHuyDhx496
BDS-MASTER-0021,nhà ở lực lượng vũ trang nhân dân Quận 12,BDS-MASTER-0242,Cù lao Tân Vạn với 02 nội dung,140,same_map_link; same_coord_0m,,2025-05-22,"10.824590, 106.617167","10.824590, 106.617167",https://maps.app.goo.gl/xg6rRMGswq5scyCbA; https://maps.app.goo.gl/whvDoK2djK9ZczAK8,https://maps.app.goo.gl/xg6rRMGswq5scyCbA; https://maps.app.goo.gl/whvDoK2djK9ZczAK8
BDS-MASTER-0022,Cao tầng 31 Trần Não,BDS-MASTER-0222,chưa phê duyệt quyết định/ chấp thuận chủ trương đầu tư,140,same_map_link; same_coord_0m,2024-12-11,2024-12-06,"10.9466553, 106.7451751","10.9466553, 106.7451751",https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7,https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7
BDS-MASTER-0022,Cao tầng 31 Trần Não,BDS-MASTER-0254,chung cư Việt An,140,same_map_link; same_coord_0m,2024-12-11,2024-12-06,"10.9466553, 106.7451751","10.9466553, 106.7451751",https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7,https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7
BDS-MASTER-0022,Cao tầng 31 Trần Não,BDS-MASTER-0290,Nguyễn Thiện Thuật và Đoàn Trần Nghiệp - Nha Trang,140,same_map_link; same_coord_0m,2024-12-11,2025-05-13,"10.9466553, 106.7451751","10.9466553, 106.7451751",https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7,https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7
BDS-MASTER-0022,Cao tầng 31 Trần Não,BDS-MASTER-0300,cao tầng với,140,same_map_link; same_coord_0m,2024-12-11,2024-12-11,"10.9466553, 106.7451751","10.9466553, 106.7451751",https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7,https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7
BDS-MASTER-0022,Cao tầng 31 Trần Não,BDS-MASTER-0320,phân lô ( ko xây nhà) nào đang rẻ nhất 1 Like reaction,140,same_map_link; same_coord_0m,2024-12-11,2023-06-22,"10.9466553, 106.7451751","10.9466553, 106.7451751",https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7,https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7
BDS-MASTER-0022,Cao tầng 31 Trần Não,BDS-MASTER-0429,Phượng Hoàng theo Chính sá… Vậy chốt PkD phương án này đi Ok Sếp,140,same_map_link; same_coord_0m,2024-12-11,2025-09-10,"10.9466553, 106.7451751","10.9466553, 106.7451751",https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7,https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7
BDS-MASTER-0023,Chung cư Trường Thịnh,BDS-MASTER-0215,Khu chung Cư và văn phòng An PHú Quy hoạch chỉ tiết 1/500 đã được phê duyệt có 3 khu chức năng chính,140,same_map_link; same_coord_0m,2024-11-27,2026-03-24,"10.787164, 106.730618","10.787164, 106.730618",https://maps.app.goo.gl/NT8XaQJv76yrgG946,https://maps.app.goo.gl/NT8XaQJv76yrgG946
BDS-MASTER-0023,Chung cư Trường Thịnh,BDS-MASTER-0253,The Bale của Được gửi giá đã giảm mà lại ko lãi hã Dự án Bale này giá có giảm nhưng pháp lý trước đây họ cam k,140,same_map_link; same_coord_0m,2024-11-27,2023-06-01,"10.787164, 106.730618","10.787164, 106.730618",https://maps.app.goo.gl/NT8XaQJv76yrgG946,https://maps.app.goo.gl/NT8XaQJv76yrgG946
BDS-MASTER-0023,Chung cư Trường Thịnh,BDS-MASTER-0390,quy mô trên 1000 ha trước khi Nova bị mất thanh khoản định xúc tiến ở Bà Rịa,140,same_map_link; same_coord_0m,2024-11-27,2024-12-16,"10.787164, 106.730618","10.787164, 106.730618",https://maps.app.goo.gl/NT8XaQJv76yrgG946,https://maps.app.goo.gl/NT8XaQJv76yrgG946
BDS-MASTER-0024,Hoa viên Vĩnh Thanh tại đường nhánh của đường DT19,BDS-MASTER-0128,Hoa viên Vĩnh Thanh sau khi có Thông số từ P,140,same_map_link; same_coord_0m,2024-12-27,2026-01-23,"10.6629773, 106.8625131","10.6629773, 106.8625131",https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7,https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7
BDS-MASTER-0024,Hoa viên Vĩnh Thanh tại đường nhánh của đường DT19,BDS-MASTER-0182,53ha đấu thầu tại đường Thăng Long,140,same_map_link; same_coord_0m,2024-12-27,,"10.6629773, 106.8625131","10.6629773, 106.8625131",https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7,https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7
BDS-MASTER-0024,Hoa viên Vĩnh Thanh tại đường nhánh của đường DT19,BDS-MASTER-0273,đấu thầu tại Nhơn Trạch,140,same_map_link; same_coord_0m,2024-12-27,2025-07-15,"10.6629773, 106.8625131","10.6629773, 106.8625131",https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7,https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7
BDS-MASTER-0024,Hoa viên Vĩnh Thanh tại đường nhánh của đường DT19,BDS-MASTER-0362,càng tốt ạ Vì luật hiện nay vẫn quy định đơn giá ko dc,140,same_map_link; same_coord_0m,2024-12-27,2025-02-13,"10.6629773, 106.8625131","10.6629773, 106.8625131",https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7,https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7
BDS-MASTER-0024,Hoa viên Vĩnh Thanh tại đường nhánh của đường DT19,BDS-MASTER-0375,lớn xảy ra sai phạm nghiêm trọng trong quản lý đất đai của tỉnh Đồng Nai,140,same_map_link; same_coord_0m,2024-12-27,2023-07-07,"10.6629773, 106.8625131","10.6629773, 106.8625131",https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7,https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7
BDS-MASTER-0024,Hoa viên Vĩnh Thanh tại đường nhánh của đường DT19,BDS-MASTER-0407,đấu thầu 386ha - Nhơn Trạch,140,same_map_link; same_coord_0m,2024-12-27,2025-07-15,"10.6629773, 106.8625131","10.6629773, 106.8625131",https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7,https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7
BDS-MASTER-0024,Hoa viên Vĩnh Thanh tại đường nhánh của đường DT19,BDS-MASTER-0417,Aqua thì hiện nay Nova đang dừng triển khai ở dự án này,140,same_map_link; same_coord_0m,2024-12-27,2023-06-03,"10.6629773, 106.8625131","10.6629773, 106.8625131",https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7,https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7
BDS-MASTER-0025,Holiday Beach,BDS-MASTER-0153,Cù Lao Tân Vạn – Centria Island (nguồn,140,same_map_link; same_coord_0m,,2025-04-21,"16.049709, 108.248700","16.049709, 108.248700",https://maps.app.goo.gl/gr7GZiwJ71dX1nzNA,https://maps.app.goo.gl/gr7GZiwJ71dX1nzNA
BDS-MASTER-0026,Hoàng Cát Center có quy mô 7,BDS-MASTER-0206,được tính tiền sử dụng đất theo phương pháp thặng dự,140,same_map_link; same_coord_0m,2024-10-14,2024-10-07,"11.2642452, 106.6299351","11.2642452, 106.6299351",https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9,https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9
BDS-MASTER-0026,Hoàng Cát Center có quy mô 7,BDS-MASTER-0315,nhà ở thương mại thông qua thỏa thuận về nhận quyền sử dụng đất hoặc đang có quyền sử dụng đất để thể chế hóa,140,same_map_link; same_coord_0m,2024-10-14,2024-11-22,"11.2642452, 106.6299351","11.2642452, 106.6299351",https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9,https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9
BDS-MASTER-0028,Chen Sea 3,BDS-MASTER-0404,đang ở giai đoạn đóng tiền sử dụng đất,140,same_map_link; same_coord_0m,,2024-07-24,"10.2506719, 103.944228","10.2506719, 103.944228",https://maps.app.goo.gl/Wji4ey8prbGM2zHJ6,https://maps.app.goo.gl/Wji4ey8prbGM2zHJ6
BDS-MASTER-0031,VEN SÔNG HÀN,BDS-MASTER-0330,đang vận hành của Tập đoàn là 5% -8%,140,same_map_link; same_coord_0m,2025-03-12,2025-06-29,"16.0838086, 108.2209004","16.0838086, 108.2209004",https://maps.app.goo.gl/wbNjvBPsJioGNogn8; https://maps.app.goo.gl/DAATNJRd8MxG4uyaA,https://maps.app.goo.gl/wbNjvBPsJioGNogn8; https://maps.app.goo.gl/DAATNJRd8MxG4uyaA
BDS-MASTER-0031,VEN SÔNG HÀN,BDS-MASTER-0354,Sơn xdung đưa ở DT743 đó,140,same_map_link; same_coord_0m,2025-03-12,2025-03-13,"16.0838086, 108.2209004","16.0838086, 108.2209004",https://maps.app.goo.gl/wbNjvBPsJioGNogn8; https://maps.app.goo.gl/DAATNJRd8MxG4uyaA,https://maps.app.goo.gl/wbNjvBPsJioGNogn8; https://maps.app.goo.gl/DAATNJRd8MxG4uyaA
BDS-MASTER-0031,VEN SÔNG HÀN,BDS-MASTER-0355,THTT,140,same_map_link; same_coord_0m,2025-03-12,2025-03-05,"16.0838086, 108.2209004","16.0838086, 108.2209004",https://maps.app.goo.gl/wbNjvBPsJioGNogn8; https://maps.app.goo.gl/DAATNJRd8MxG4uyaA,https://maps.app.goo.gl/wbNjvBPsJioGNogn8; https://maps.app.goo.gl/DAATNJRd8MxG4uyaA
BDS-MASTER-0031,VEN SÔNG HÀN,BDS-MASTER-0451,mình là đường ven biển rồi lên Cao Tốc ra Cảng Hải Phòng Anh vẽ cho em đường bộ và đường sông đi ra,140,same_map_link; same_coord_0m,2025-03-12,2023-04-26,"16.0838086, 108.2209004","16.0838086, 108.2209004",https://maps.app.goo.gl/wbNjvBPsJioGNogn8; https://maps.app.goo.gl/DAATNJRd8MxG4uyaA,https://maps.app.goo.gl/wbNjvBPsJioGNogn8; https://maps.app.goo.gl/DAATNJRd8MxG4uyaA
BDS-MASTER-0032,cao tầng với tổng diện tích đất dự án là 10,BDS-MASTER-0395,tiền M&A nên đang bị phẩn bổ khá nhiều thời gian cho phần phân tích các dự án tiền M&A này Begin quote,140,same_map_link; same_coord_0m,2024-09-25,2022-08-22,"10.2276353, 103.9586651","10.2276353, 103.9586651",https://maps.app.goo.gl/K3ASKRs9Sc5yfa9z9,https://maps.app.goo.gl/K3ASKRs9Sc5yfa9z9
BDS-MASTER-0033,chung cư Hòa Xuân,BDS-MASTER-0500,thành phần lô A2-3 Hòa Xuân,140,same_map_link; same_coord_0m,2024-09-27,,"16.0086551, 108.2168251","16.0086551, 108.2168251",https://maps.app.goo.gl/XwfK6AzNVqs5eFX17; https://maps.app.goo.gl/QAU1JqmdETLn951C,https://maps.app.goo.gl/XwfK6AzNVqs5eFX17; https://maps.app.goo.gl/QAU1JqmdETLn951C
BDS-MASTER-0034,chung cư cao cấp THAT 1,BDS-MASTER-0142,khách sạn cạnh TMS với giá chào là 650tr/m2 tại 290 Võ Nguyên Giáp,140,same_map_link; same_coord_0m,,,"16.077574, 108.246196","16.077574, 108.246196",https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8,https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8
BDS-MASTER-0034,chung cư cao cấp THAT 1,BDS-MASTER-0264,này hiện đã thực hiện pháp lý đến giai đoạn cấp sổ đỏ riêng cho từng lô biệt thự Nhưng hiện tại,140,same_map_link; same_coord_0m,,2022-08-10,"16.077574, 108.246196","16.077574, 108.246196",https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8,https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8
BDS-MASTER-0034,chung cư cao cấp THAT 1,BDS-MASTER-0308,khi thực hiện kcn phải san lấp thêm ở mức bao nhiêu nên cũng chưa ước tính chi phí san lấp cho dự án này,140,same_map_link; same_coord_0m,,2023-06-16,"16.077574, 108.246196","16.077574, 108.246196",https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8,https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8
BDS-MASTER-0034,chung cư cao cấp THAT 1,BDS-MASTER-0400,Đà Nẵng thì liên hệ A Tịnh,140,same_map_link; same_coord_0m,,2025-03-03,"16.077574, 108.246196","16.077574, 108.246196",https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8,https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8
BDS-MASTER-0035,là 30,BDS-MASTER-0069,ở khu vực gần đó đã được duyệt giá đất (như Emerald 2,140,same_map_link; same_coord_0m,2025-08-08,2025-08-08,"10.888428, 106.6985811","10.888428, 106.6985811",https://maps.app.goo.gl/pTzfCxqkMYLuLe9z9,https://maps.app.goo.gl/pTzfCxqkMYLuLe9z9
BDS-MASTER-0035,là 30,BDS-MASTER-0150,đấu giá 77ha,140,same_map_link; same_coord_0m,2025-08-08,,"10.888428, 106.6985811","10.888428, 106.6985811",https://maps.app.goo.gl/pTzfCxqkMYLuLe9z9,https://maps.app.goo.gl/pTzfCxqkMYLuLe9z9
BDS-MASTER-0035,là 30,BDS-MASTER-0331,đấu thầu,140,same_map_link; same_coord_0m,2025-08-08,,"10.888428, 106.6985811","10.888428, 106.6985811",https://maps.app.goo.gl/pTzfCxqkMYLuLe9z9,https://maps.app.goo.gl/pTzfCxqkMYLuLe9z9
BDS-MASTER-0036,thấp tầng Phú An Hội giáp mặt tiền Tôn Đức Thắng (25B),BDS-MASTER-0369,khu đô thị dọc theo Me,140,same_map_link; same_coord_0m,2024-11-09,2024-11-02,"10.7267333, 106.8916171","10.7267333, 106.8916171",https://maps.app.goo.gl/B98HY6ThSbAhg1a98,https://maps.app.goo.gl/B98HY6ThSbAhg1a98
BDS-MASTER-0037,đã được chấp thuận đầu tư dự án và đã được gia hạn tiến độ 02 năm kể từ ngày được cấp phép xây dựng - Hiện chủ,BDS-MASTER-0056,chung cư Thuận Nghiệp - DT743C,140,same_map_link; same_coord_0m,,2025-04-09,"10.6963753, 106.6108851","10.6963753, 106.6108851",https://maps.app.goo.gl/UEv62Ht1RcfDLLML8,https://maps.app.goo.gl/UEv62Ht1RcfDLLML8
BDS-MASTER-0037,đã được chấp thuận đầu tư dự án và đã được gia hạn tiến độ 02 năm kể từ ngày được cấp phép xây dựng - Hiện chủ,BDS-MASTER-0190,Phú Quang – Phương án bổ sung tiền sử dụng đất (LURF) và chi phí liên quan đến phần đất công trong dự án,140,same_map_link; same_coord_0m,,2025-03-12,"10.6963753, 106.6108851","10.6963753, 106.6108851",https://maps.app.goo.gl/UEv62Ht1RcfDLLML8,https://maps.app.goo.gl/UEv62Ht1RcfDLLML8
BDS-MASTER-0037,đã được chấp thuận đầu tư dự án và đã được gia hạn tiến độ 02 năm kể từ ngày được cấp phép xây dựng - Hiện chủ,BDS-MASTER-0282,CCN Giao Yến cũng đang ở bước đầu xin dự án,140,same_map_link; same_coord_0m,,2023-04-26,"10.6963753, 106.6108851","10.6963753, 106.6108851",https://maps.app.goo.gl/UEv62Ht1RcfDLLML8,https://maps.app.goo.gl/UEv62Ht1RcfDLLML8
BDS-MASTER-0037,đã được chấp thuận đầu tư dự án và đã được gia hạn tiến độ 02 năm kể từ ngày được cấp phép xây dựng - Hiện chủ,BDS-MASTER-0328,trước năm 2024 đúng thật là thấy giá chung cư của HN thấy thấp hơn SG nếu nhìn vị trí có tính tương đương,140,same_map_link; same_coord_0m,,2024-12-07,"10.6963753, 106.6108851","10.6963753, 106.6108851",https://maps.app.goo.gl/UEv62Ht1RcfDLLML8,https://maps.app.goo.gl/UEv62Ht1RcfDLLML8
BDS-MASTER-0037,đã được chấp thuận đầu tư dự án và đã được gia hạn tiến độ 02 năm kể từ ngày được cấp phép xây dựng - Hiện chủ,BDS-MASTER-0361,chợ lớn có khi phải điều chỉnh ranh Dự án Chợ Lớn đang làm quy hoạch anh Tài đã có cập nhật ranh Metro vào rồi,140,same_map_link; same_coord_0m,,2024-11-25,"10.6963753, 106.6108851","10.6963753, 106.6108851",https://maps.app.goo.gl/UEv62Ht1RcfDLLML8,https://maps.app.goo.gl/UEv62Ht1RcfDLLML8
BDS-MASTER-0037,đã được chấp thuận đầu tư dự án và đã được gia hạn tiến độ 02 năm kể từ ngày được cấp phép xây dựng - Hiện chủ,BDS-MASTER-0405,được tính bằng cách lấy tổng doanh thu trừ các chi phí vận hành trực tiếp (như chi phí phòng,140,same_map_link; same_coord_0m,,2025-06-29,"10.6963753, 106.6108851","10.6963753, 106.6108851",https://maps.app.goo.gl/UEv62Ht1RcfDLLML8,https://maps.app.goo.gl/UEv62Ht1RcfDLLML8
BDS-MASTER-0039,Khu Công Nghiệp Và Khu Phi Thuế Quan Xuân Cầu tại Khu Cảng Cửa Ngõ Quốc Tế Lạch Huyện,BDS-MASTER-0229,là tính khả thi của công tác giải phóng mặt bằng khi diện tích nhà dân nằm xen cài nhiều trong ranh đất dự án,140,same_map_link; same_coord_0m,2024-01-09,2023-06-23,"20.8226239, 106.8725158","20.8226239, 106.8725158",https://maps.app.goo.gl/uLPtqwAnwnevw4zz7,https://maps.app.goo.gl/uLPtqwAnwnevw4zz7
BDS-MASTER-0039,Khu Công Nghiệp Và Khu Phi Thuế Quan Xuân Cầu tại Khu Cảng Cửa Ngõ Quốc Tế Lạch Huyện,BDS-MASTER-0302,cảng tổng hợp và container Cái Mép Hạ được đề xuất đầu tư với tổng vốn 50,140,same_map_link; same_coord_0m,2024-01-09,2024-06-03,"20.8226239, 106.8725158","20.8226239, 106.8725158",https://maps.app.goo.gl/uLPtqwAnwnevw4zz7,https://maps.app.goo.gl/uLPtqwAnwnevw4zz7
BDS-MASTER-0039,Khu Công Nghiệp Và Khu Phi Thuế Quan Xuân Cầu tại Khu Cảng Cửa Ngõ Quốc Tế Lạch Huyện,BDS-MASTER-0380,này là mình vào xây dựng được liền Nó đã bán hơn 200 nền,140,same_map_link; same_coord_0m,2024-01-09,2025-04-11,"20.8226239, 106.8725158","20.8226239, 106.8725158",https://maps.app.goo.gl/uLPtqwAnwnevw4zz7,https://maps.app.goo.gl/uLPtqwAnwnevw4zz7
BDS-MASTER-0040,Khách sạn 5 sao 12 Hùng Vương Đà Lạt,BDS-MASTER-0311,khách sạn Đông Á Premier tại số 186/14 Hùng Vương,140,same_map_link; same_coord_0m,,,"11.941268, 108.463187","11.941268, 108.463187",https://maps.app.goo.gl/6iyNdteYfVyyT9Xy9,https://maps.app.goo.gl/6iyNdteYfVyyT9Xy9
BDS-MASTER-0040,Khách sạn 5 sao 12 Hùng Vương Đà Lạt,BDS-MASTER-0446,hiệu quả IRR đạt 10%,140,same_map_link; same_coord_0m,,,"11.941268, 108.463187","11.941268, 108.463187",https://maps.app.goo.gl/6iyNdteYfVyyT9Xy9,https://maps.app.goo.gl/6iyNdteYfVyyT9Xy9
BDS-MASTER-0040,Khách sạn 5 sao 12 Hùng Vương Đà Lạt,BDS-MASTER-0485,được xác định bằng giá vốn ban đầu,140,same_map_link; same_coord_0m,,2026-04-13,"11.941268, 108.463187","11.941268, 108.463187",https://maps.app.goo.gl/6iyNdteYfVyyT9Xy9,https://maps.app.goo.gl/6iyNdteYfVyyT9Xy9
BDS-MASTER-0041,Lô đất Phú Thọ Hòa Tân Phú,BDS-MASTER-0389,phường Phú Thọ Hòa,140,same_map_link; same_coord_0m,,,"10.785522, 106.631470","10.785522, 106.631470",https://maps.app.goo.gl/v8GdHbU3xb5G8JFs9,https://maps.app.goo.gl/v8GdHbU3xb5G8JFs9
BDS-MASTER-0042,Urban Green,BDS-MASTER-0093,khu mặt tiền đường Ngô Chí Quốc (gom đất gần Phú Quang)- Cập nhật Quy hoạch Phân khu,140,same_map_link; same_coord_0m,2023-12-18,,"10.840677, 106.719716","10.840677, 106.719716",https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6
BDS-MASTER-0042,Urban Green,BDS-MASTER-0154,Cù lao Tân Vạn theo đơn giá bán (đất + nhà) trung bình dựa vào các loại hình do Mr,140,same_map_link; same_coord_0m,2023-12-18,2025-05-06,"10.840677, 106.719716","10.840677, 106.719716",https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6
BDS-MASTER-0042,Urban Green,BDS-MASTER-0249,NOXH sẽ giúp tạo thương hiệu tích cực cho công ty trên thị trường,140,same_map_link; same_coord_0m,2023-12-18,,"10.840677, 106.719716","10.840677, 106.719716",https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6
BDS-MASTER-0042,Urban Green,BDS-MASTER-0269,tuy nhiên,140,same_map_link; same_coord_0m,2023-12-18,2023-12-18,"10.840677, 106.719716","10.840677, 106.719716",https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6
BDS-MASTER-0042,Urban Green,BDS-MASTER-0378,nào mà đóng tssđ hàng năm nó cứ tăng hàng năm nữa,140,same_map_link; same_coord_0m,2023-12-18,2023-08-11,"10.840677, 106.719716","10.840677, 106.719716",https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6
