candidate_key,existing_project_id,project_name_candidate,mention_count,first_report_date,latest_report_date,map_urls,land_area_mentions,price_mentions,sample_excerpt
felecia,,Felecia,2,2025-06-28,2025-06-28,https://maps.app.goo.gl/u5QRXoNjSCh5uxRx5,"22,204m2","600 tỷ; 500 tỷ; 100 tỷ; 4.5tr/m2; 1,149 tỷ","Thao L - INVT 6/28/2025 5:17 PM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về dự án Felecia, Đà Nẵng với phương án 100% là Vốn chủ sở hữu, không vay như sau: 1. THÔNG TIN SƠ BỘ: a. Giá chuyển nhượng (bao gồm đất + CTXD tòa khách sạn): 600 tỷ, trong đó tạm tính: - Giá chuyển nhượng đất: 500 tỷ - Giá chuyển nhượng CTXD đã hoàn thiện phần thô khoảng 100 tỷ ~ 4.5tr/m2 sàn (tạm tính thận trọng) b. Pháp lý: GCNQSDĐ: Đất cơ sở sản xuất, kinh doanh – Thời hạn 2060 (tạm tính) - Nhà nước giao đất có thu tiền SDĐ. 2. THÔNG SỐ QUY HOẠCH Khách sạn 5 sao với quy mô: 25 tầng + 2 hầm, tổng sàn xây dựng 22,204m2 với 250 phòng. 3. TIẾN ĐỘ XÂY DỰNG - BÁN HÀNG - VẬN HÀNH 4. TỔNG HỢP THÔNG SỐ VẬN HÀNH – Không vay, chưa VAT 5. HIỆU QUẢ TÀI CHÍNH Với Phương án sử dụng 100% Vốn chủ sở hữu không vay: - TMĐT gồm VAT: 1,149 tỷ - 100% Vốn chủ sở hữu Trong 10 năm đầu vận hành: - %EBITDA/TMĐT trong 03 năm đầu vận hành (1, 2, 3): 6% - 7% - %EBITDA/TMĐT trong 03 năm kế (4, 5, 6): 8% - 9% - %EBITDA/TMĐT trong 4 n"
chung cư võ thị sáu,,Chung cư Võ Thị Sáu,2,2025-07-07,2025-07-07,https://maps.app.goo.gl/7yPFeG3okyKbrLCM9,"393,8m2; 144,3m2; 1,249m2; 632,2m2; 14.500m2","56 Triệu/m2; 26 Triệu/m2; 12,4 Triệu/m2; 57 Triệu/m2; 25 Triệu/m2; 14,5 Triệu/m2; 12,6 Triệu/m2","Thanh L - INVT 7/7/2025 7:13 PM Edited Translate Kính gửi anh Mr Mike1 -CEO, P.ĐT báo cáo dự án Chung cư Võ Thị Sáu, Biên Hòa như sau: Dự án: Khu Thương mại và Nhà ở cao tầng theo quy hoạch tại phường Thống Nhất, Tp Biên Hòa, T. Đồng Nai. Vị trí: Mặt tiền Võ Thị Sáu, P. Thống Nhất, Tp. Biên Hòa, T. Đồng Nai Map: https://maps.app.goo.gl/7yPFeG3okyKbrLCM9 Về Pháp lý dự án, P.ĐT note các nội dung trọng yếu sau: Dự án đang trong tình trạng có khả năng bị kiến nghị thu hồi để đấu thầu lựa chọn Nhà đầu tư. Diện tích dự án 21.393,8m2. Theo Quyết định giao đất, mới chỉ giao 20.144,3m2 còn 1,249m2 chưa được giao. Dự án đã được cấp Giấy chứng nhận 1 phần (3 GCN với diện tích 5.632,2m2, tuy nhiên chưa có thông tin về việc thực hiện nghĩa vụ tài chính. Dự án là 1 thành phần trong khu vực đã có quy hoạch chi tiết tỷ lệ 1/500 tổng thể, tuy nhiên trong hồ sơ chưa đính kèm QĐ phê duyệt, cần bổ sung (QĐ số 1708/QĐ-UBND ngày 18/06/2007). Theo văn bản số 7327/UBND-CNN chấp thuận chủ trương và thỏa thuận "
386 ha là 84,,386 ha là 84,2,2025-07-15,2025-07-15,,386 ha; 80 ha; 92ha; 129 ha; 85ha; 1ha; 80ha; 129ha,84.900 tỷ; 220 tỷ; 12.740 tỷ; 15.100 tỷ; 2.265 tỷ; 16.500 tỷ; 2.470 tỷ; 32.700 tỷ; 4.900 tỷ; 20.600 tỷ; 3.090 tỷ,"Hanh T - INVT 7/15/2025 6:20 PM Edited Translate P. ĐT báo cáo Sếp Mr Mike1 -CEO về sơ bộ tổng mức đầu tư cụm DA đấu thầu tại Nhơn Trạch, Đồng Nai như sau: Cụm DA Đấu thầu có tổng diện tích 386 ha gồm có 04 phân khu: PK3 (80 ha), PK4 (92ha), PK5 (129 ha), PK6 (85ha). Mỗi phân khu theo QH gồm có đất ở cao tầng và đất thấp tầng (Nhà liên kế và Biệt thự). Dựa trên thông số chỉ tiêu QH anh Tài gửi, P.ĐT tính sơ bộ tổng mức đầu tư cụm dự án 386 ha là 84.900 tỷ đồng ~ 220 tỷ đồng/ 1ha (giá bồi thường ~3 triệu đồng/m2, giá xây dựng áp theo QĐ của Suất vốn Bộ Xây Dựng 2025). Và Vốn chủ sở hữu tối thiểu cần ~15% Tổng mức đầu tư ~12.740 tỷ đồng. Thông số tổng quan từng phân khu: PK 3 ~ 80ha, TMĐT ~ 15.100 tỷ đồng, Vốn CSH>~2.265 tỷ đồng PK 4 ~ 92ha, TMĐT ~ 16.500 tỷ đồng, Vốn CSH>~2.470 tỷ đồng PK 5 ~ 129ha, TMĐT ~ 32.700 tỷ đồng, Vốn CSH>~4.900 tỷ đồng PK 6 ~ 85ha, TMĐT ~ 20.600 tỷ đồng, Vốn CSH>~3.090 tỷ đồng"
1ha sơn trà,,1ha Sơn Trà,2,2025-09-29,2025-09-29,,1ha; 10.063m2; 162.271m2; 74.619m2,"6.763 tỷ; 90 Triệu/m2; 4.950 tỷ; 20 triệu/m2; 1.347 tỷ; 1.188 tỷ; 1.014 tỷ; 799 tỷ; 5.246 tỷ; 125 tỷ; 718 tỷ; 2,5 tỷ; 1.917 tỷ","Dạ, phòng đầu tư gửi lai Sếp cập nhật hiệu quả đầu tư dự án 1ha Sơn Trà, Đà Nẵng như sau: Thông tin Quy hoạch: + Diện tích đất: 10.063m2 + Hệ số sử dụng đất: 11.94 + Tổng diện tích sàn (bao gồm hầm, tầng kỹ thuật): 162.271m2 + Diện tích thương phẩm căn hộ: 74.619m2 (khoảng 915 căn hộ) + Số lượng phòng khách sạn: 175 phòng Hiệu quả dự án phần Căn hộ Tổng doanh thu căn hộ chưa VAT là: 6.763 tỷ đồng (Đơn giá giá căn hộ bao gồm VAT tại thời điểm mở bán 2027 là 90 Triệu/m2; Giá shophouse bao gồm VAT: 90 Triệu/m2) Tổng mức đầu tư chưa bao gồm VAT, bao gồm lãi vay là: 4.950 tỷ đồng (Đơn giá All in bao gồm VAT là 20 triệu/m2; Chi phí mua đất 1.347 tỷ đồng; Tiền sử dụng đất 1.188 tỷ đồng) Tổng chi phí hoạt động chưa VAT,15% doanh thu: 1.014 tỷ đồng Lợi nhuận trước thuế: 799 tỷ đồng LNTT/TMĐT: 16,13% Hiệu quả dự án phần Khách sạn Tổng doanh thu khách sạn chưa VAT lũy kế 50 năm: 5.246 tỷ đồng (Giá bán phòng bao gồm VAT và dịch vụ khoảng 2 triệu/đêm/phòng; công suất thuê năm ổn định 70% và doanh t"
hiện tại là 28,,hiện tại là 28,2,2025-10-13,2025-10-13,,,215 tỷ,"Thao L - INVT 10/13/2025 1:25 PM Translate Đơn giá vốn của dự án hiện tại là 28,7 triệu đồng/m² (giá sàn), chưa bao gồm chi phí bán hàng (CPBH). Trường hợp phát sinh thêm CPBH, khoản chi này sẽ được cộng trực tiếp vào giá vốn để xác định mức giá hòa vốn. Theo đề xuất hiện nay của Phòng Kinh doanh, tổng CPBH dự kiến là 215 tỷ đồng (chưa bao gồm VAT). Với giả định này, giá bán hòa vốn của dự án được xác định ở mức khoảng 36 triệu đồng/m². Làm việc kỹ với a Cường sales đi, coi chính... by Unknown User"
khách sạn đông á premier tại phường lộc thọ,,khách sạn Đông Á Premier tại Phường Lộc Thọ,2,2026-03-25,2026-03-25,,,120 tỷ; 166tr/m2; 643 tỷ; 482 tỷ; 362 tỷ; 20.4tr/m2; 1.5 tỷ,"Admin 01 3/25/2026 2:20 PM Ủa bữa a David có gửi bài toán kinh doanh cho Casa rồi, mình có áp lại ra hiệu quả chưa BP.ĐT báo cáo Sếp Admin 01, về dự án khách sạn Đông Á Premier tại Phường Lộc Thọ, TP Nha Trang, Tỉnh Khánh Hòa như sau: I. SƠ BỘ VỀ DỰ ÁN Vị trí: Tọa lạc ở khu vực trung tâm thành phố. Hẻm nhỏ và cụt, rộng khoảng 5m, cách mặt tiền đường Hùng Vương khoảng 50m Xung quanh dự án có nhiều tòa cao tầng, bị chắn tầm nhìn ra biển Cách bãi biển tương đối xa, khoảng 320m Pháp lý: đất TMDV có thời hạn sử dụng lâu dài do có nguồn gốc đất ở Quy hoạch: Dựa trên giấy phép quy hoạch 02/GPQH - SXD: Được quy hoạch làm khách sạn, 26 tầng nổi, 1 tum thang + 2 tầng hầm, hiện đang tính theo phương án 242 phòng. II. ĐÁNH GIÁ HIỆU QUẢ DỰ ÁN GIẢ ĐỊNH Giả định chung cho cả 2 phương án (Dựa trên file CASA của anh Cường) a) Giá trị đất: Giá vốn đất: 120 tỷ (Tương đương 166tr/m2 đất) Thoái vốn đất: Thời điểm bán: 2060 Giá khảo sát tại thời điểm hiện tại: 170 Tr.vnđ/m2 Giả định: Tốc độ tăng giá đất là:"
tham gia để đánh giá thêm về chuyên mô á sếp,,tham gia để đánh giá thêm về chuyên mô á Sếp,2,2026-05-27,2026-05-27,,,120 tỷ,"Admin 01 5/27/2026 7:36 PM 2. 120 tỷ là số chốt chưa hay áng chừng nhỉ Mình đang tạm lấy theo số bên đó báo Sếp. Số liệu chi tiết thẩm định, cơ sở thì chưa có thông tin để check nên anh mới đề xuất có plda tham gia để đánh giá thêm về chuyên mô á Sếp. Với cái này họ chuyển cty nên cũng cần PTC thẩm định về bctc công tin để xem có khoản nợ tiềm tàng nào ko để tránh rủi ro mình mua vào sau này phát sinh thì mình phải chịu Sếp"
sông đà quốc cường gia lai nguồn từ mr tiến r d có giá chào 6,,Sông Đà - Quốc Cường Gia Lai (Nguồn từ Mr Tiến R&D) có giá chào 6,1,,,,"2,5ha","6.500 tỷ; 259,5 tr/m2","Báo cáo Sếp Admin 01 Admin 01 về dự án Sông Đà - Quốc Cường Gia Lai (Nguồn từ Mr Tiến R&D) có giá chào 6.500 tỷ đồng cho diện tích phù hợp QH 2,5ha ~ 259,5 tr/m2 đường Quốc Lộ 13, P.Hiệp Bình, Thủ Đức (cũ), như sau: 1/TỔNG QUAN VỊ TRÍ: link map Vị trí và Ranh dự án Sông Đà - Quốc Lộ 13 Mặt tiền Quốc lộ 13 tại TP.HCM cũ, gần Khu đô thị Vạn Phúc, có 1 mặt giáp Sông, kết nối thuận tiện với các khu vực trọng điểm như Sân bay Tân Sơn Nhất và Ngã tư Bình Triệu. 2/ THÔNG TIN QUY HOẠCH Thông số QH theo 1/2000 Và đối tác đang tính Thông số QH theo 1/2000"
hải nhân 4,,Hải Nhân 4,1,,,,4.5ha; 45.933 m2; 28.604 m2; 5.685 m2; 90 m2,"44 tr/m2; 9 tr/m2; 395 tỷ; 2.200 tỷ; 49 tr/m2; 4.200 tỷ; 92 tr/m2; 2,8 tr/m2; 23,3 tr/m2; 21.163 tỷ; 171 tr/m2; 15,6 tỷ; 107 tr/m2; 151 tr/m2; 137 tr/m2; 1.700 tỷ; 1.500 tỷ; 33  tr/m2; 37tr/m2; 33 tr/m2","Phòng Đầu tư xin báo cáo Sếp Admin 01 về phân tích đầu tư dự án Hải Nhân 4.5ha (nguồn từ Mr Duy) như sau: I/THÔNG TIN QUY HOẠCH: Theo QH phân khu thì khu đất dự án thuộc ô phố 1.2, số 02, nhóm nhà ở quy hoạch, tầng cao tối đa 50, hệ số sử dụng đất 10 lần, dân số 5.177 dân. Dựa vào hiện trạng khu đất và hình dạng khu đất, phòng QH đã tính toán chỉ tiêu và có bố trí một phần đất làm nhà liên kế, và cơ cấu sản phẩm như sau: Tổng diện tích đất phù hợp quy hoạch : 45.933 m2, trong đó gồm: + Diện tích đất phát triển chung cư : 28.604 m2 (2 tầng hầm, 5 tầng đế, 45 tầng tháp), gồm 78 căn Shop, 2.472 căn hộ) + Diện tích đất phát triển nhà liên kế : 5.685 m2 (5 tầng, 63 nền, dt đất 1 nền 90 m2) còn lại là đất giao thông, cây xanh, kỹ thuật. II/PHÂN TÍCH HIỆU QUẢ TÀI CHÍNH (FS): 1/CHI PHÍ: VỀ CHI PHÍ ĐẤT VÀ TIỀN SỬ DỤNG ĐẤT: Do hồ sơ đất chưa được cung cấp chi tiết, nên phòng đang tạm tính tiền đất được khấu trừ theo 100% là đất nông nghiệp với đơn giá bằng 15% dơn giá đất ở vị trí 2 (44 tr/m2) ~"
hermes power 1,,Hermes Power 1,1,,,https://maps.app.goo.gl/qDbb6mJHvwhXw4Az6,,250 tr/m2; 300 tr/m2; 3.380 tỷ; 2.073 tỷ; 1.411 tỷ; 1.129 tỷ; 2.660 tỷ; 2.300 tỷ,"P.ĐT Báo cáo sếp Admin 01 tính toán fs sơ bộ dự án Hermes Power 1. Thông tin dự án - Diện tích: - Vị trí: KĐT Thủ Thiêm - https://maps.app.goo.gl/qDbb6mJHvwhXw4Az6 Vị trí căn cứ vào file chào của Công ty hải Hưng, chưa xác định được ranh đất cụ thể. 2. PA Quy hoạch: - Dựa vào định vị trong file giới thiệu của Công ty Hải Hưng, khu đất dự án thuộc ô quy hoạch K4.4HH, thông số quy hoạch như sau: + Hệ số: 7.31 + Dân số: 1.002 + Quy mô: 15 tầng – 438 căn hộ ở, 42 căn shop TM 3. PA triển khai đầu tư: a) Giả định kinh doanh: Thời điểm bán hàng dự kiến 2029 (mất 2 năm xử lý pháp lý do hiện trạng pháp lý chưa có gì, khu đất chưa có đường, đường Lương Định Của đang triển khai thi công) + Giá bán: 250 tr/m2 (chưa V, tim tường) + Giá bán căn shop: 300 tr/m2 (chưa V tim tường) b) Giả định chi phí: + Giá mua: 3.380 tỷ (~ 130tr USD) Do hồ sơ đối tác gửi chưa có thông tin GCN, chưa xác định được mục đích sdđ hiện trạng. P.ĐT giả định khu đất hiện là đất nông nghiệp. + LUR: 2.073 tỷ (tính theo PP Thặn"
richland,,Richland,1,,,,"4,8 ha; 48.380 m2; 38.528 m2; 9.852 m2; 379,59 m2; 98 m2; 2.800 m2","3.600 tỷ; 74 tr/m2; 300 tỷ; 3.300 tỷ; 16,1 tr/m2; 1.860 tỷ; 3.000 tỷ; 15.093 tỷ; 88 tr/m2; 2,700 tỷ; 3,300 tỷ; 3.500 tỷ; 2.700 tỷ","Phòng Đầu tư xin báo cáo Sếp Admin 01 về cập nhật dự án Richland, diện tích 4,8 ha đường Lê Văn Việt, Quận 9 cũ như sau: I. Tóm tắt tình trạng pháp lý dự án: Diện tích đất thực hiện dự án là 48.380 m2, trong đó diện tích đất có Giấy chứng nhận là 38.528 m2 (gồm 4 sổ là đất ở đô thị, lâu dài), còn thiếu khoảng 9.852 m2 đất chưa có thông tin. Dự án đã được cấp GPXD năm 2008, đã xây dựng móng và hầm đến nay gần 18 năm. => không còn sử dụng được và phải tốn thêm chi phí phá dỡ công trình. Dự án chưa hoàn thành nghĩa vụ tài chính dự án theo chỉ tiêu QH được phê duyệt thời điểm 2008. Dự án thời điểm này chưa phải dành ra 20% diện tích làm Nhà ở xã hội, và hiện trạng có đường dây điện cao thế ngang qua khu đất cũng là điểm hạn chế và có thể phải phát sinh thêm chi phí hạ ngầm đường điện cao thế. II. Tóm tắt chỉ tiêu Quy hoạch: Diện tích đất toàn khu: 48.379,59 m2 Hệ số sử dụng đất toàn khu: 4,99 lần Quy mô dân số: 6.972 người Quy mô xây dựng: +01 tháp văn phòng A, 18 tầng, mặt tiền Lê Văn Việ"
felicia,,Felicia,1,,,,,"1,000 Tỷ","Huy M - IM 6/30 11:01 AM Chiều nay a báo lại Sếp à Sau khi Phòng đầu tư nhận được thông tin củ... by Hoa D - CVDT, has an attachment. 6/30 5:20 PM Edited Hoa D - CVDT Sau khi Phòng đầu tư nhận được thông tin của anh David Cường, P. Đầu tư xin báo cáo lại Sếp Admin 01 về dự án Felicia: Giả định 1. Doanh thu ADR: 2.55tr/phòng/đêm OCC: năm đầu 75%, ổn định 88% % Tăng giá: 5% mỗi năm 2. Chi phí Chi phí đầu tư: 1,000 Tỷ VNĐ % Chi phí HĐKD: năm đầu 52%, ổn định 46% Dựa theo các dự án của đang triển khai, P. Đầu tư bổ sung thêm các chi phí sau GOP như sau: FF&E: 3% Doanh thu (Chi phí dự trù cho việc sửa chữa cải tạo dự án) Phí Quản lý: 4% Doanh thu Phí Bảo hiểm: 0.1% TMĐT 3. Bảng so sánh sau khi thêm các chi phí của P Đầu Tư Bao Cao Khach_San_Felicia.pdf"
thủ đức living,,Thủ Đức Living,1,,,https://maps.app.goo.gl/D8GuCY5LefTH8JVq9,"4,661 m2; 1,471 m2; 3,190m2; 3,545 m2; 1,111m2","1,179 tỷ; 1,038 tỷ; 66tr/m2; 141 tỷ; 78tr/m2; 1,415 tỷ; 400 tỷ; 86tr/m2; 289 tỷ; 60 tỷ; 443 tỷ; 16tr/m2; 223 tỷ","P.ĐT xin báo cáo sếp Admin 01 dự án Thủ Đức Living, Đường Phạm Văn Đồng, TP HCM 1. Tóm tắt sơ bộ hiện trạng pháp lý dự án: a) Vị trí và ranh dự án: https://maps.app.goo.gl/D8GuCY5LefTH8JVq9 b) Sơ bộ hiện trạng pháp lý: Tổng diện tích khu đất là: 4,661 m2 (1,471 m2 đất ở, 3,190m2 đất cây hằng năm) Pháp lý đất: được thực hiện dự án thí điểm Nhà Ở Thương Mại (Dựa theo nghị quyết 171). Pháp lý QH: Diện tích phù hợp QH còn 3,545 m2 (Dính lộ giới: 1,111m2). Tầng cao 25 tầng cao, 0 tầng hầm; Hệ số sử dụng đất 6 lần, dân số là 500 người (tương đương hệ số 5.31 ,chưa sử dụng hết được hệ số HS SDĐ) 2. Hiệu quả dự án: a) Doanh thu (Có VAT): 1,179 tỷ VNĐ Giá bán căn hộ chung cư: 1,038 tỷ (66tr/m2 tim tường) Giá bán Shophouse: 141 tỷ (78tr/m2 tim tường) b) Chi phí (có VAT): 1,415 tỷ VNĐ Chi phí đất: 400 tỷ (86tr/m2 đất) Chi phí Nghĩa vụ tài chính: 289 tỷ Chi phí pháp lý: 60 tỷ Chi phí xây dựng ALL in cost: 443 tỷ (16tr/m2 xây dựng) Chi phí bán hàng + thuế VAT + CP Khác = 223 tỷ (CPHB + QLDN = 17% D"
high và west của ldg nguồn từ anh dũng,,High và West của LDG (nguồn từ anh Dũng),1,,,,60 m2; 7.826 m2; 3.400 m2,"270 tỷ; 250 tỷ; 780 tỷ; 635 tỷ; 145 tỷ; 70 tr/m2; 50 tr/m2; 16 tr/m2; 14,6 tr/m2","Phòng ĐT xin báo cáo Sếp Admin 01 về 2 dự án High và West của LDG (nguồn từ anh Dũng) như sau: Vị trí và ranh đất 2 dự án: Bản đồ 2 khu đất LDG - High + West Intela - Google マイマップ Tóm tắt những rủi ro về pháp lý 2 DA: (i) . Rủi ro pháp lý và nghĩa vụ tài chính: Đối tác ước tính nghĩa vụ tài chính bổ sung khoảng 270 tỷ đồng cho hai dự án. Tuy nhiên, cơ sở xác định số liệu này chưa rõ ràng. Do dự án chưa hoàn tất nghĩa vụ tài chính từ giai đoạn 2017-2018, cần thực hiện báo cáo thẩm định pháp lý chuyên sâu để xác định chính xác số tiền phải nộp và các rủi ro phát sinh. (ii) . Sự lỗi thời của phương án thiết kế: Thiết kế dự án từ năm 2017 đến nay đã lạc hậu về công năng và thị hiếu. Cơ cấu sản phẩm không còn tối ưu khi 65% là căn hộ 2 phòng ngủ (diện tích khoảng 60 m2), dẫn đến tổng giá trị mỗi căn hộ cao, gây khó khăn cho tính thanh khoản trong bối cảnh thị trường hiện nay. (iii). Rủi ro chất lượng công trình (xuống cấp): Các dự án đã ngưng thi công trong thời gian dài (phần ngầm dang dở)"
ak 2025 4,,AK (2025)~ 4,1,,,,"1,842 m2; 45m2; 32m2; 45 m²; 32 m²","1,100 tỷ; 700 tỷ; 15.9tr/m2; 960 tỷ; 3,3 tỷ; 26.6tr/m2; 2,6 tỷ; 2.6 tỷ; 3 tỷ","P.ĐT tạm tính tại thời điểm cuối năm 2025 - đầu năm 2026, khi quy hoạch chi tiết tỷ lệ 1/500 chưa được phê duyệt, TSDĐ trong khoảng từ 700 - 1,100 tỷ đồng, cụ thể: Kịch bản thấp (Min): 700 tỷ đồng, cơ sở tham chiếu tỷ lệ ĐG đất thặng dư/ ĐGNN của dự án AK (2025)~ 4.x lần. Kịch bản cao (Max): 1,100 tỷ đồng, cơ sở tham chiếu mức giá bán căn hộ của dự án AK khoảng 37.7 triệu đồng/m². Tuy nhiên, theo tiến độ hiện tại, thời điểm dự kiến được giao đất của dự án PKG vào khoảng giữa đến cuối năm 2026, muộn hơn so với thời điểm giả định nêu trên => TSDĐ có khả năng tăng cao hơn mức dự kiến. 2. Ước tính TSDĐ theo bảng giá đất và hệ số điều chỉnh mới áp dụng theo luật mới: Theo QH 1/500 mới, Diện tích đất 27,888m; HSSSĐ: 6.5 Đơn giá đất NN: 15.9tr/m2, hệ số đ.c thị trường 1.67 HSSDĐ: 6.5 => Hệ số điều chỉnh 1.3 => TSDĐ theo luật mới = 27,888 × 15.9 × 1.67 × 1.3 ≈ 960 tỷ K.ĐT báo cáo Sếp Admin 01 về dự án khác... by Hoa D - CVDT 6/15 6:15 PM Edited Hoa D - CVDT K.ĐT báo cáo Sếp Admin 01 về dự án k"
