master_id,project_name,issues,latest_report_date,coords,land_area_main,sample_excerpt
BDS-MASTER-0045,hạ tầng trọng điểm quốc gia đang được triển khai như Đường DT 770B (LG 60m) khởi công xây dựng Quý I-2024,land_area_outlier; missing_legal,2023-11-27,"10.698445, 107.080430",26.270.000 m² (~2.627.00 ha),"[2023-11-27] Sinh Nguyen-Dau Tu 11/27/2023 3:24 PM KĐT gửi anh Tuan Tran-CEO về báo cáo Nghiên cứu Quỹ đất thuộc xã Tân Hiệp, huyện Long Thành, tỉnh Đồng Nai: 1/ Hạ tầng giao thông 1.1/ Hạ tầng trọng điểm Đồng Nai: ● Giao thông: Cao tốc Bến Lức – Long Thành, cao tốc Biên Hòa – Vũng Tàu, cao tốc Long Thành – Dầu Giây; Đường Vành Đai 3, đường Vành Đai 4; Đường Quốc lộ 51, đường DT770B, đường Nguyễn Ái Quốc (Đường 25C),… ● Sân bay quốc tế Long Thành ● Cảng quốc tế Cái Mép – Thị Vãi ● Đường sắt Biên Hòa – Vũng Tàu, Thủ Thiêm – Long Thành,… 1.2/ Hạ tầng khu vực nghiên cứu ● Cách nút giao cao tốc Bến Lức – Long Thành, cao tốc Biên Hòa - Vũng Tàu và Quốc lộ 51C khoảng 9km (đi theo tuyến đường Quốc "
BDS-MASTER-0046,tuy có bãi biển đẹp,missing_legal,2024-04-01,"15.5125741, 108.6125461",90.000 m² (~9.00 ha),"[2024-04-01] Thao L - INVT 4/1/2024 12:13 PM Edited Translate K.ĐT báo cáo anh Tuan Tran-CEO về Khu đất nghiên cứu tại Tam Hải và Tam Hòa, huyện Núi Thành, tỉnh Quảng Nam (Nguồn Mr. Tâm) như sau: 1. Vị trí: Tam Hải và Tam Hòa, huyện Núi Thành, tỉnh Quảng Nam, gần giáp biển, cách: - Sân bay Chu Lai: 25Km- 35p - TP. Tam Kỳ: 20Km – 30p - TP. Hội An: 55Km – 1g10p - TP. Đà Nẵng: 100Km – 1g40p 2. Link maps: https://maps.app.goo.gl/E7ucSVc9hHKpPNDQ6 3. Tổng quan Quảng Nam: - Du lịch Quảng Nam tập trung chủ yếu tại các địa điểm như: Hội An, Mỹ Sơn và Cù lao Chàm. Thị trường du lịch năm 2023 hồi phục tích cực xấp xỉ gần bằng thời kỳ trước dịch 2019. - Khí hậu phân cực rõ 02 mùa: Mùa mưa và mùa khô: M"
BDS-MASTER-0047,này,bad_name; missing_report_date; missing_legal,,"10.8486272, 106.7188746",4.214 m²,"[] Phòng đầu tư xin báo cáo lại sếp Admin 01 về lô mặt tiền Quốc Lộ 13, Hiệp Bình Phước, TP Thủ Đức. 1. Vị trí dự án: https://maps.app.goo.gl/oHEYY6H9GGykdD9C6 2. Thông tin lô đất (nguồn anh Hùng): a. Diện tích: 42x100m (4.214m2) b. MĐSDĐ: Đất sản xuất phi nông nghiệp, thời hạn sử dung đất lâu dài c. Giá: 350 tỷ 3. Quy hoạch 1/2000: lô đất được quy hoạch hỗn hợp nhóm ở & DV là 2.900 m2 và đất cây xanh công viên1.300m2. => Lô đất có đất cây xanh công viên chiếm 31% khu đất, do đó phần đất ở phù hợp còn lại tương đối nhỏ. Lô đất đang được chào với giá 350 tỷ (tương đương 120Tr.vnđ/m2 đất quy hoạch hỗn hợp nhóm ở & DV). Phòng đầu tư đề xuất không nghiên cứu sâu dự án này"
BDS-MASTER-0048,này Ok by Admin 01,bad_name; missing_report_date; missing_legal,,"10.8486272, 106.7188746",4.214 m²,"[] Phòng đầu tư xin báo cáo sếp Admin 01 về lô mặt tiền Quốc Lộ 13, Hiệp Bình Phước, TP Thủ Đức. 1. Vị trí dự án: https://maps.app.goo.gl/oHEYY6H9GGykdD9C6 2. Thông tin lô đất (nguồn anh Hùng): a. Diện tích: 42x100m (4.214m2) b. MĐSDĐ: Đất sản xuất phi nông nghiệp, thời hạn sử dung đất lâu dài c. Giá: 350 tỷ 3. Quy hoạch 1/2000: lô đất được quy hoạch hỗn hợp nhóm ở & DV là 2.900 m2 và đất cây xanh công viên1.300m2. => Lô đất có đất cây xanh công viên chiếm 31% khu đất, do đó phần đất ở phù hợp còn lại tương đối nhỏ. Lô đất đang được chào với giá 350 tỷ (tương đương 120Tr.vnđ/m2 đất quy hoạch hỗn hợp nhóm ở & DV). Phòng đầu tư đề xuất không nghiên cứu sâu dự án này Ok by Admin 01"
BDS-MASTER-0049,tiếp giáp mặt tiền đường Phan Văn Hớn,missing_report_date,,"10.828984, 106.616161",16.000 m² (~1.60 ha),"[] P.ĐT báo cáo nhanh anh Mr Mike1 -CEO về định giá dự án 1,6ha Phan Văn Hớn, phường Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh (nguồn anh Tâm – Phó Chủ tịch) như sau: 1/ Vị trí: - Dự án tiếp giáp mặt tiền đường Phan Văn Hớn, cách giao lộ đường Phan Văn Hớn và Trường Chinh khoảng 1km + Cách Sân bay Tân Sơn Nhất khoảng 3,5km + Cách ga Deport Tham Lương khoảng 1km 2/ Hiện trạng: Có nhà xưởng trên đất – Đất sạch 3/ Cơ sở pháp lý: Dự án đã có quyết định chủ trương đầu tư và cũng có thể có quy hoạch 1/500. Nhưng không được cung cấp 3.1/ Pháp lý đất: Đã có GCN quyền sử dụng đất; Chiều dài mặt tiền: 41m, chiều sâu: 227m Cơ cấu sử dụng đất: Tổng diện tích 16.471,8 Đất ở 197 Đất HNK 16.274,8 3.2/ "
BDS-MASTER-0050,Lô mặt tiền Quốc Lộ 13 Hiệp Bình Phước,missing_report_date; missing_legal,,"10.8486272, 106.7188746",4.214 m²,"[] Phòng đầu tư xin báo cáo lại sếp Admin 01 về lô mặt tiền Quốc Lộ 13, Hiệp Bình Phước, TP Thủ Đức. 1. Vị trí dự án: https://maps.app.goo.gl/oHEYY6H9GGykdD9C6 2. Thông tin lô đất (nguồn anh Hùng): a. Diện tích: 42x100m (4.214m2) b. MĐSDĐ: Đất sản xuất phi nông nghiệp, thời hạn sử dung đất lâu dài c. Giá: 350 tỷ --- [] Phòng đầu tư xin báo cáo sếp Admin 01 về lô mặt tiền Quốc Lộ 13, Hiệp Bình Phước, TP Thủ Đức. 1. Vị trí dự án: https://maps.app.goo.gl/oHEYY6H9GGykdD9C6 2. Thông tin lô đất (nguồn anh Hùng): a. Diện tích: 42x100m (4.214m2) b. MĐSDĐ: Đất sản xuất phi nông nghiệp, thời hạn sử dung đất lâu dài c. Giá: 350 tỷ 3. Quy hoạch 1/2000: lô đất được quy hoạc"
BDS-MASTER-0051,theo Sổ cấp 2017 là 10,missing_report_date; missing_planning,,"10.860864, 106.699926",10.052 m² (~1.01 ha),"[] P.ĐT báo cáo Sếp Mr Mike1 -CEO về khu đất 10,052.1 m2 tại 1691/3N (Quốc lộ 1A), P.An Phú Đông, Quận 12, TP HCM như sau: 1. Tóm tắt sơ bộ hiện trạng pháp lý dự án: a) Vị trí và ranh dự án: https://maps.app.goo.gl/bKZVkKUcnYGRLJWw5 b. Sơ bộ hiện trạng pháp lý: Tổng diện tích khu đất theo Sổ cấp 2017 là 10,052.1 m2, đất SKC, thời hạn sử dụng đất lâu dài (theo tham khảo"
BDS-MASTER-0052,Asia Phú Mỹ – Bình Chánh (dự án do anh Hiếu-GĐPL giới thiệu) 1,missing_report_date; missing_legal; missing_planning,,"10.710113, 106.6489317",279.000 m² (~27.90 ha),"[] P.ĐT báo cáo sếp Admin 01 về dự án Asia Phú Mỹ – Bình Chánh (dự án do anh Hiếu-GĐPL giới thiệu) 1. Thông tin tổng quan: - Vị trí: Đại lộ Nguyễn Văn Linh, Bình Chánh (nay là Bình Hưng), Tp.HCM https://maps.app.goo.gl/H57L1w8ReXXNhtb99 - Quy mô: 27.9ha, đã cấp sổ 24ha và định hướng P.ĐT sẽ tập trung phân tích phần 24ha đã cấp sổ. - Lịch sử: Dự án được triển khai từ năm 2000, có CĐT là Công ty Phú Mỹ (Hứa Thị Phấn làm đại diện) liên doanh cùng 2 cổ đông từ Malaysia (asia ltd và MS Investment). Dự án này có liên quan đến sai phạm của hoạt động vay Ngân hàng Agribank Mạc Thị Bưởi và Công ty Phú Mỹ. Hiện đang nằm trong diện xử lý nợ DATC. 2. Phân tích hiệu quả: --- [] P.ĐT báo cáo sếp Admin 01 "
BDS-MASTER-0053,này nhé,bad_name; missing_land_area; missing_planning,2025-09-29,"16.1042766, 108.2561034",,"[2025-09-29] Mr Mike1 -CEO 9/29/2025 9:30 AM https://maps.app.goo.gl/LU2Nvzo1LBLur6Tj6 Hiyori Aqua Tower · 03 Khu A2-1, Thọ Quang, Sơn Trà, Đà Nẵng 84236, Vietnam ★★★★★ · Apartment building maps.app.goo.gl Lấy cho anh thông tin dự án này nhé. by Unknown User"
BDS-MASTER-0054,phân lô bán nền ở phường Long Phước ạ Vị trí dự án,bad_name; missing_report_date; missing_land_area; missing_legal; missing_planning,,"10.808674, 106.869830",,[] Dạ em gửi định vị 2 dự án phân lô bán nền ở phường Long Phước ạ Vị trí dự án: ViệtNhân1234: https://maps.app.goo.gl/JgiGYy1CTvYwjKz58 Blue Diamond Riverside: https://maps.app.goo.gl/XvU1q69F5AkAa2Br9
BDS-MASTER-0055,Chưa đặt tên,missing_coordinates,2026-06-29,,10.000 m² (~1.00 ha),"[2026-06-29] Admin 01 6/29/2026 2:38 PM Ủa mà cái này sau hướng xử lý sao nhỉ. bắt đấu giá lại hay sao ta Nếu đúng theo luật thì đất công là sẽ thu hồi đấu gía. Do bên KO họ đi theo hướng ngừoi thứ 3 ngây tình nên mặc mặc dù VKS đề nghị thu hồi nhưng HĐXX năm 2022 vẫn chưa thu hồi và vẫn tạm giao cho Cty Tân Phú nắm giữ Khu này là đối diện sygamo đúng ko by Admin 01 --- [2026-06-11] Admin 01 6/11/2026 3:09 PM Cái 120 tỷ đó có cách nào check chính xác đc ko Cái này chắc nhờ A Minh rà trên các cơ quan à Sếp Báo đi anh by Admin 01 --- [2026-05-28] Admin 01 5/28/2026 5:16 PM Sao Phú Quốc xây 16tr mà ĐN xây 21tr lận Cái Đà Nẵng mình xây 3 hầm lận Sếp, Còn cái Bà Kèo mình 1 hầm. Với là cái ĐN mình"
BDS-MASTER-0056,chung cư Thuận Nghiệp - DT743C,missing_coordinates,2025-04-09,,22.394 m² (~2.24 ha),"[2025-04-09] Khoa L - INVT 4/9/2025 5:50 PM Translate P. ĐT xin phép báo cáo anh Mr Mike1 -CEO về dự án chung cư Thuận Nghiệp - DT743C, Tân Đông Hiệp, Dĩ An-Bình Dương như sau: 1.Thông tin dự án: Vị trí: DT743C, P.Tân Đông Hiệp, Dĩ An, Bình Dương. Diện tích: 22.394 m2 Hiện trạng: Cho thuê kho bãi 2. Pháp lý dự án: 2.1.Pháp lý đất: Khu đất dự án là 100% đất SKC, đất thuê trả tiền hàng năm có thời hạn sử dụng đất đến 2031. 2.2 Pháp lý đầu tư: chưa có thông tin đầu tư 2.3 Pháp lý quy hoạch: chưa có thông tin quy hoạch Qua phối hợp P.TKQH, đã kiểm tra khu đất nằm trong ô đất hỗn hợp với thông số: Hệ số: 12 Dân số: 3.456 MĐXD: 60% Tầng cao: 40 3. Đánh giá phương án đầu tư: Dựa trên các thông tin "
BDS-MASTER-0057,Stown Gateway có quy mô 8816m2 tại hẻm Quốc lộ 13,missing_coordinates,2022-08-10,,816 m²,"[2022-08-10] Unknown User 8/10/2022 4:02 PM KĐT gửi anh Tuan Tran-CEO báo cáo dự án Stown Gateway có quy mô 8816m2 tại hẻm Quốc lộ 13, Thuận An, Bình Dương có giá chào 530 tỷ (bao gồm tiền sử dụng đất và GPXD, tương đương 60tr/m2 đất): 1) Vị trí và hiện trạng: - Nằm cách Quốc lộ 13 khoảng 50m, cách dự án Phú Quang khoảng 2.5km đường … Này ai gửi nhỉ Image by Unknown User --- [2022-08-10] Trieu Nguyen-PTDT 8/10/2022 4:02 PM KĐT gửi anh Tuan Tran-CEO báo cáo dự án Stown Gateway có quy mô 8816m2 tại hẻm Quốc lộ 13, Thuận An, Bình Dương có giá chào 530 tỷ (bao gồm tiền sử dụng đất và GPXD, tương đương 60tr/m2 đất): 1) Vị trí và hiện trạng: - Nằm cách Quốc lộ 13 khoảng 50m, cách dự án Phú Quang k"
BDS-MASTER-0058,có 4 mặt tiền nằm tại trục chính đường Hoàng Quốc Việt,missing_coordinates; land_area_outlier,2022-10-31,,98 m²,"[2022-10-31] Trieu Nguyen-PTDT 10/31/2022 2:44 PM Edited KĐT gửi anh Tuan Tran-CEO báo cáo dự án 1.7ha tại đường Hoàng Quốc Việt, Hạ Long, Quảng Ninh có giá chào 140tr/m2 đất (2400 tỷ), cụ thể: Vị trị và hiện trạng: Dự án có 4 mặt tiền nằm tại trục chính đường Hoàng Quốc Việt, nằm trong quần thể dự án của BIM GROUP, có hướng nhìn ra biển Phía đối diện dự án có dự án công viên và biển hồ Pháp lý đất: GCNQSDĐ có quy mô 17098m2 đất ở kết hợp cửa hàng, thời hạn sử dụng lâu dài, có nguồn gốc nhà nước giao đất có thu tiền sử dụng đất Pháp lý đầu tư: Chưa có Pháp lý quy hoạch: QH Phân khu: Đất hỗn hợp, MĐXD 65%, HSSD 12 lần, 30 tầng cao Pháp lý xây dựng: Chưa có Sản phẩm đề xuất: Công trình chung c"
BDS-MASTER-0059,12ha KDC Vĩnh Phú gần Phú Quang,missing_coordinates,2026-05-08,,125.000 m² (~12.50 ha),"[2026-05-08] Khoa L - INVT 5/8/2026 11:57 AM 📷 Dạ P.ĐT báo cáo sếp Admin 01 dự án 12ha KDC Vĩnh Phú gần Phú Quang. I. Thông tin tổng quan: 📷 Dựa vào sự phù hợp quy hoạch và hình dáng thuận lợi để triển khai dự án, P.ĐT đề xuất gom mua diện… Vào phòng a trình bày cái này --- [] Dạ P.ĐT báo cáo sếp Admin 01 dự án 12ha KDC Vĩnh Phú gần Phú Quang. I. Thông tin tổng quan: Dựa vào sự phù hợp quy hoạch và hình dáng thuận lợi để triển khai dự án, P.ĐT đề xuất gom mua diện tích đất nằm trong ranh đỏ như trong hình với diện tích ~ 12.5 ha Quỹ đất gom mua sẽ thuộc phân khu 3 thành phố Thủ Đức, Đất đơn vị ở 1, quy hoạch nhóm nhà ở, nằm trọn các ô đất OD 3, OD5, OD8, OD9, OD4, OD10 và 1 phần OD4, OD11. T"
BDS-MASTER-0060,48 Nguyễn Thiện Thuật,missing_coordinates,2025-05-07,,1.703 m²,"[2025-05-07] Hanh T - INVT 5/7/2025 1:38 PM Edited Translate P.Đầu tư Báo cáo Anh Mr Mike1 -CEO về dự án 48 Nguyễn Thiện Thuật, P. Tân Lập, TP Nha Trang, Khánh Hoà (toạ lạc 02 mặt tiền đường Biệt Thự và đường Nguyễn Thiện Thuật, cách biển khoảng 350m) theo 02 phương án quy hoạch 20 tầng (được duyệt) và 32 tầng (dự định xin điều chỉnh) như sau: 1. Thông tin quy hoạch: Diện tích đất theo Giấy chứng nhận: 1.703,3 m2 Diện tích đất phù hợp quy hoạch: 1.655,2 m2 Chỉ tiêu quy hoạch theo phê duyệt 1/2000 (QÐ 816/QÐ-UBND ngày 27/03/2025) Hệ số sử dụng đất: 13 lần; Tầng cao: 20 tầng; Mât độ xây dựng: 60% Mục đích sử dụng đất: Đất hỗn hợp (nhóm nhà ở và dịch vụ) 2. Phương án thiết kế: 3. Thị trường : 4"
BDS-MASTER-0061,Cát Lái Sky Habitat H2-02,missing_report_date; missing_coordinates,,,7.989 m²,"[] Dạ P.ĐT báo cáo sếp Admin 01 dự án H2-02 (Sky Habitat) thuộc KDC Cát Lái I. Thông tin tổng quan: 📷 Lô H2-02 thuộc KDC Cát Lái có CĐT là Công ty Invesco. Năm 2014, Invesco đã chuyển nhượng lại 2 lô… Check kỹ lại xem, kêu bên Phòng Kinh Doanh đánh giá xem giá bán ổn không, số lượng ít vậy thì hạn chế bán hàng như thế nào Ok Sếp. Sáng PĐT cũng khảo sát hiện trạng k... by Huy M - IM --- [] Dạ P.ĐT báo cáo sếp Admin 01 dự án H2-02 (Sky Habitat) thuộc KDC Cát Lái I. Thông tin tổng quan: Lô H2-02 thuộc KDC Cát Lái có CĐT là Công ty Invesco. Năm 2014, Invesco đã chuyển nhượng lại 2 lô H2-02 và H2-05 cho Công ty Phú Gia. Năm 2023, Công ty Phú Gia được phê duyệt CTĐT dự án xây dựng chung cư trên lô"
BDS-MASTER-0062,Lô đất Phú Thọ Hòa Tân Phú,missing_report_date; missing_coordinates,,,7.277 m²,"[] P.ĐT báo cáo Sếp Mr Mike1 -CEO về khu đất 7.276 m2 tại đường Bưng Ông Thoàn, P. Phú Hữu, TPHCM (nguồn từ Mr Nhật - Phòng PTQĐ) như sau: 1. Tóm tắt sơ bộ hiện trạng pháp lý dự án: a) Vị trí và ranh dự án: Bản đồ không có tiêu đề - Google My Maps b. Sơ bộ hiện trạng pháp lý: Tổng diện tích khu đất theo Sổ cấp 2018 là 7.276,8 m2, trong đó có 6.824,3 m2 đất ở lâu dài, 452,5 m2 đất CLN thuộc Lộ giới đường Bưng Ông Thoàn. LƯU Ý: Trong GCN (năm 2018) chủ nợ tiền sử dụng đất ~16,5 tỷ đồng. Pháp lý đầu tư: Chưa thực hiện QĐ chủ trương đầu tư và các thủ tục pháp lý đầu tư khác. Pháp lý đất: Có nguồn gốc đất cá nhân, phù hợp để phát triển dự án nhà ở. Pháp lý QH: Diện tích phù hợp QH còn 6.800 m2 (c"
BDS-MASTER-0063,chung cư tại Tân Bình,missing_coordinates,2022-11-16,,739 m²,"[2022-11-16] Trieu Nguyen-PTDT 11/16/2022 3:35 PM Edited KĐT gửi anh Tuan Tran-CEO báo cáo dự án chung cư tại Tân Bình, Dĩ An, Bình Dương có quy mô 9379m2, có giá chào 380 tỷ nhưng do chủ cần bán gấp nên vẫn có thể thương lượng ở mức 320 tỷ trong đó 237.55 tỷ (25.3 tr.đồng/m2)là tiền chuyển nhượng đất và tiền sử dụng đất + 82.45 tỷ là tiền đền bù và hoàn thành đường kết nối N5 có lộ giới 17m chiều dài 150m, cụ thể: Vị trí và hiện trạng: - Dự án có 2 mặt tiền hẻm: 1 hẻm bê tông kế nối đường Thanh Niên và 1 hẻm bê tông kết nối đường Nguyễn Thị Minh Khai, Phường Tân Bình, TP Dĩ An, Bình Dương - Cách Đường Mỹ Phước Tân Vạn 640m - Cách Đường DT 743B khoảng 3km (theo tuyến đường Mỹ Phước Tân Vạn) "
BDS-MASTER-0064,có 2 mặt tiền đường Thuận An Hóa rộng khoảng 60m,missing_coordinates,2022-09-06,,837.681 m² (~83.77 ha),"[2022-09-06] Trieu Nguyen-PTDT 9/6/2022 12:09 PM KĐT gửi anh Tuan Tran-CEO báo cáo dự án 1.2ha tại đường Thuận An Hóa, Thuận An, Bình Dương có giá chào 240 tỷ (18.575 tr.đồng/m2 đất), cụ thể: Vị trí và hiện trạng: Dự án có 2 mặt tiền đường Thuận An Hóa rộng khoảng 60m, và mặt tiền đường An Phú 11 rộng khoảng 175m Nằm cách đường Mỹ Phước – Tân Vạn khoảng 80m, cách Quốc lộ 13 khoảng 3.5km, cách địa phận TPHCM khoảng 10km, cách trung tâm TPHCM khoảng 25km, cách sân bay Tân Sơn Nhất khoảng 25km Xung quanh có nhiều nhà máy, KCN VSIP 1 và gần khu dân cư hiện hữu Pháp lý đất: Đã có GCNQSDĐ cá nhân đứng tên: 12705m2 đất hàng năm khác, thời hạn đến 2018 và 2020 Pháp lý đầu tư: Chưa có Pháp lý quy hoạ"
BDS-MASTER-0065,gồm Chung cư cao tầng gồm 02 Hầm + 02 tầng Khối đế + 26 tầng căn hộ (trong đó căn hộ NOXH chiếm 20% tổng số că,missing_coordinates; land_area_outlier,2023-08-03,,94 m²,"[2023-08-03] Thao L - INVT 8/3/2023 2:24 PM Edited 2. PHƯƠNG ÁN PHÁT TRIỂN ĐỀ XUẤT: 2.1. Phương án Cao tầng: Sử dụng hiệu quả nhất các chỉ tiêu quy hoạch và xin thêm 2.522 dân. a. Quy mô: Dự án gồm Chung cư cao tầng gồm 02 Hầm + 02 tầng Khối đế + 26 tầng căn hộ (trong đó căn hộ NOXH chiếm 20% tổng số căn hộ); Trường mầm non và Y tế. b. Loại hình kinh doanh: 02 tầng khối đế cho thuê sàn trung tâm thương mại: 5.162m2 sàn thương phẩm (tỷ lệ thương phẩm trung bình 57%). 26 tầng tháp bán căn hộ: 75.540m2 sàn thương phẩm (tỷ lệ thương phẩm trung bình 73%): .Căn hộ NOXH: 15,110m2 sàn ~ 291 căn, diện tích trung bình 52m2/căn. .Căn hộ thương mại: 60,430m2 sàn 1.040 căn, diện tích trung bình 58m2/căn."
BDS-MASTER-0066,kế bên DA Võ Văn Kiệt,missing_report_date; missing_coordinates,,,2.635 m²,"[] P.ĐT báo cáo Sếp Admin 01 về dự án kế bên DA Võ Văn Kiệt, TP Đà Nẵng như sau: 1. VỊ TRÍ VÀ RANH ĐẤT: Dự án thuộc lô A17-01, sát bên dự án Võ Văn Kiệt của Công ty (lô A17-02), đường Võ Văn Kiệt, TP. Đà Nẵng. Vị trí theo đường link: Vị Trí Dự án 2. THÔNG SỐ QUY HOẠCH Trên cơ sở Quyết định chủ trương đầu tư theo QĐ 2915/QĐ-UBND ngày 09/12/2025 (nguồn từ cổng thông tin điện tử Thành phố Đà Nẵng tại trang Cổng thông tin TP Đà Nẵng Diện tích đất: 2.635 m2 Dân số: 740 dân MĐXD: 60% Tầng cao: 27 tầng nổi, 3 tầng hầm. Tổng sản phẩm 305 căn gồm 299 căn hộ ở (không bán cho tổ chức, cá nhân người nước ngoài) + 6 căn shop khối đế (1 Trệt 1 Lầu). Hệ số sử dụng đất: 12,8 lần. 3. HIỆU QUẢ DỰ ÁN 3.1 Chi p"
